459,186,125
485,217,97
461,190,102
450,166,103
475,171,91
438,205,100
489,202,150
502,190,113
492,217,118
488,189,114
499,158,102
456,193,120
472,172,129
465,201,78
470,194,126
478,214,96
488,195,116
498,189,115
498,195,102
459,194,123
445,207,103
495,206,116
476,198,139
486,212,87
485,187,122
473,185,148
458,211,131
503,208,116
453,191,98
453,177,113
483,185,175
455,198,114
492,210,125
490,224,125
464,193,100
462,196,117
494,196,99
491,206,133
496,201,105
471,186,126
520,202,110
481,191,113
510,208,103
476,189,83
489,178,112
514,207,115
484,205,101
476,206,122
492,188,106
495,196,135
471,173,98
489,208,137
463,191,104
507,188,149
487,190,119
506,180,117
449,190,115
482,184,140
447,217,90
474,191,139
486,193,125
475,201,119
507,175,110
472,207,127
490,207,102
496,200,120
528,182,111
513,180,123
464,199,118
462,187,84
470,195,129
487,177,111
496,187,104
505,170,114
485,201,107
484,209,107
489,198,134
506,191,121
483,196,117
441,185,109
467,199,127
471,204,109
481,195,91
501,192,125
484,182,111
481,181,88
440,204,135
492,197,130
460,198,86
494,202,136
476,186,91
485,194,104
491,220,120
516,222,167
458,179,115
496,182,123
479,193,137
459,179,133
480,173,118
472,178,130
496,195,145
480,207,123
452,179,94
464,188,110
484,187,129
501,199,118
455,200,120
501,187,124
459,210,140
484,195,154
466,172,96
487,172,100
460,183,93
495,174,110
474,192,100
479,184,120
548,199,105
479,194,127
492,194,117
460,210,120
462,174,108
488,209,123
465,191,86
487,195,141
490,186,123
490,178,132
470,223,118
505,201,99
454,182,125
484,175,106
495,191,147
462,209,115
468,199,100
498,200,100
466,220,115
436,212,129
448,192,100
479,186,96
444,197,122
498,225,101
477,171,137
471,194,121
468,181,112
459,170,87
502,173,104
522,216,99
431,217,116
470,194,91
520,192,128
431,191,110
486,183,131
469,194,112
504,177,138
518,183,130
474,156,153
502,196,88
458,186,130
486,195,93
476,176,138
483,166,108
464,198,101
481,221,115
505,186,100
518,186,101
494,177,103
505,187,122
485,208,102
540,206,113
505,200,104
481,203,115
499,191,100
489,185,109
466,197,99
517,178,112
491,205,104
481,187,112
463,192,122
503,166,144
457,189,132
429,186,127
494,164,121
510,181,121
470,193,119
509,182,107
509,204,95
457,213,118
472,186,129
486,197,128
433,202,125
465,203,119
470,204,129
477,202,107
465,190,131
481,193,129
450,197,141
467,220,112
504,201,112
474,192,109
502,199,148
464,199,120
454,177,104
488,178,108
460,194,114
486,183,156
505,222,123
499,179,115
462,187,127
479,188,73
480,197,106
483,192,105
476,197,127
515,182,107
464,213,117
479,206,106
485,193,128
471,178,113
475,179,122
463,189,122
488,188,114
478,185,125
488,192,91
507,178,122
488,185,95
508,214,113
497,179,102
451,206,125
496,173,97
462,192,134
476,204,137
501,215,124
479,218,119
459,187,101
469,208,129
475,176,111
474,184,138
487,204,130
460,197,94
478,172,135
471,190,107
469,205,93
482,177,119
494,201,106
484,166,103
488,181,129
458,206,85
448,196,126
467,197,97
486,184,120
482,178,138
491,195,107
474,198,100
470,201,119
490,193,115
451,178,116
467,202,72
491,198,110
479,213,121
514,191,109
490,207,118
440,190,131
500,196,138
454,181,107
495,182,92
454,192,133
460,186,104
460,188,137
491,206,141
467,212,126
439,202,103
472,203,124
461,212,116
462,192,159
473,190,93
474,176,107
487,202,114
464,191,110
472,175,120
454,187,111
471,215,114
466,182,92
496,191,137
464,201,128
495,219,71
527,211,96
475,192,102
486,198,111
430,188,94
488,150,113
482,216,96
502,174,95
498,179,113
480,216,129
476,198,142
480,195,121
465,201,102
429,206,132
505,234,106
511,204,116
478,201,92
458,200,107
487,188,88
478,219,114
489,192,114
439,195,98
477,218,96
458,198,114
479,205,117
494,188,88
472,202,105
485,211,147
493,189,141
456,185,111
459,182,109
475,193,134
483,213,123
457,179,114
447,186,122
488,190,90
479,185,140
477,193,79
491,192,93
491,168,96
484,213,127
483,192,140
497,180,146
484,193,120
477,192,125
486,194,92
489,214,91
478,194,115
521,194,111
475,173,127
478,191,121
488,194,112
508,203,136
508,174,117
474,185,94
488,190,120
472,177,99
425,198,119
516,202,104
458,201,133
469,191,117
486,197,87
458,193,103
460,187,121
519,191,117
489,171,120
463,179,119
456,187,96
490,214,76
485,191,109
497,205,121
472,209,119
500,210,118
513,180,106
498,181,124
512,174,114
490,202,114
464,189,137
457,179,136
482,178,113
479,216,123
491,174,140
461,187,93
504,182,100
523,183,110
456,189,115
466,194,117
439,216,114
461,200,123
469,169,95
481,197,140
485,185,146
447,189,143
497,198,136
450,190,125
467,180,121
498,201,124
499,162,122
517,185,121
463,180,104
488,175,131
482,197,103
519,202,68
502,188,106
464,240,111
458,178,115
454,221,81
476,205,96
519,180,156
485,186,97
475,178,122
483,194,158
447,193,116
492,181,102
475,190,108
488,181,93
484,205,129
490,203,107
512,176,133
491,203,74
518,219,110
473,198,115
469,184,94
496,169,100
475,198,106
459,187,94
467,190,95
487,178,106
468,189,121
505,195,112
455,201,112
438,193,118
486,179,108
502,195,119
476,170,119
488,188,111
471,192,110
455,205,131
457,190,108
513,191,99
466,194,94
492,187,91
461,190,97
488,196,112
498,175,117
480,172,124
476,194,118
456,204,81
455,200,101
480,191,105
472,214,99
489,156,122
474,208,117
466,219,122
500,182,117
497,192,100
520,177,104
480,203,127
475,200,114
472,168,79
489,169,140
465,173,115
466,191,87
477,200,140
448,180,92
500,179,116
458,186,133
470,196,79
460,181,72
482,201,111
475,202,113
474,165,114
489,196,147
478,194,140
490,189,112
481,193,119
426,195,102
455,208,111
501,166,127
468,205,121
500,183,168
467,198,114
509,184,94
479,208,137
482,191,117
486,180,127
493,204,116
497,181,156
478,203,122
488,166,105
477,211,106
490,178,122
494,193,121
478,196,121
500,221,99
495,191,148
465,189,81
506,182,109
466,201,137
441,192,109
459,179,108
521,176,87
