0.200833,0.080000,0.030417
0.205417,0.071667,0.037917
0.202083,0.074167,0.034167
0.190417,0.082917,0.042083
0.193333,0.072917,0.043333
0.207083,0.081250,0.025417
0.197500,0.077917,0.032083
0.202917,0.074167,0.038750
0.200417,0.082500,0.037917
0.193750,0.079583,0.034167
0.194167,0.078750,0.036250
0.205833,0.075833,0.042083
0.195000,0.090000,0.036667
0.191667,0.094583,0.032500
0.201667,0.088750,0.030417
0.189583,0.080833,0.046667
0.189583,0.077083,0.027917
0.184167,0.086250,0.039583
0.204583,0.074167,0.039583
0.202500,0.073750,0.041667
0.188333,0.079583,0.041250
0.205417,0.077083,0.032917
0.200417,0.080417,0.031250
0.195000,0.079167,0.035417
0.200833,0.080417,0.038750
0.186250,0.087083,0.039583
0.183750,0.086667,0.033750
0.198750,0.087917,0.033333
0.215000,0.074583,0.029583
0.203750,0.082083,0.044167
0.208750,0.090000,0.039167
0.190417,0.082500,0.035833
0.196667,0.080833,0.041667
0.201250,0.085833,0.037083
0.204167,0.073750,0.047083
0.197083,0.078750,0.030417
0.186250,0.077083,0.035000
0.193333,0.085833,0.036667
0.212500,0.070833,0.034167
0.195417,0.077083,0.039583
0.193750,0.082500,0.040833
0.202500,0.084167,0.035833
0.186250,0.081250,0.034583
0.196667,0.067083,0.034583
0.197083,0.083750,0.035000
0.213750,0.075417,0.036250
0.202083,0.080417,0.033750
0.199167,0.080833,0.028333
0.192083,0.082083,0.042500
0.190833,0.072083,0.040000
0.190833,0.077917,0.038333
0.199167,0.082917,0.037500
0.196667,0.076667,0.035833
0.193750,0.082917,0.037500
0.220417,0.085417,0.037083
0.193750,0.092917,0.030000
0.205000,0.072917,0.034167
0.188333,0.080000,0.038333
0.199167,0.084583,0.036250
0.210833,0.073333,0.030417
0.203333,0.070000,0.034167
0.190000,0.075417,0.044167
0.212500,0.077917,0.032917
0.198750,0.074167,0.034583
0.203750,0.085833,0.038333
0.191250,0.084583,0.034583
0.196250,0.080417,0.026250
0.222500,0.079583,0.040417
0.187500,0.084167,0.036250
0.202917,0.082500,0.034583
0.209167,0.079167,0.043333
0.197083,0.073750,0.030000
0.200000,0.078333,0.038333
0.210833,0.081667,0.035833
0.200417,0.082500,0.032500
0.190833,0.081667,0.035417
0.200417,0.079583,0.035417
0.186250,0.088333,0.035833
0.189583,0.072083,0.039167
0.194167,0.070000,0.047083
0.202083,0.077917,0.040833
0.197917,0.085417,0.029167
0.205000,0.080417,0.034167
0.200833,0.075833,0.036667
0.212500,0.066667,0.035417
0.198750,0.082500,0.036667
0.187917,0.092917,0.037917
0.200417,0.070000,0.035417
0.192500,0.083750,0.038333
0.207500,0.074583,0.035417
0.208333,0.076250,0.035417
0.189167,0.076667,0.033333
0.204583,0.079167,0.033333
0.197917,0.075417,0.038750
0.208750,0.082917,0.035833
0.206667,0.085417,0.034583
0.192500,0.088333,0.037500
0.205000,0.068333,0.035417
0.207083,0.086667,0.035417
0.195417,0.080417,0.032083
0.200417,0.068333,0.033333
0.191250,0.075000,0.033750
0.196667,0.079167,0.035000
0.215000,0.076250,0.040833
0.207917,0.082917,0.039583
0.205833,0.083333,0.039583
0.211667,0.073750,0.039583
0.205417,0.079167,0.035833
0.197917,0.082500,0.040833
0.203333,0.081667,0.033750
0.204583,0.072917,0.034167
0.195000,0.081667,0.045417
0.209583,0.085833,0.033333
0.201667,0.080417,0.034167
0.206250,0.080417,0.026250
0.185417,0.085000,0.034583
0.215833,0.078750,0.035417
0.197083,0.080417,0.036667
0.202917,0.077500,0.029167
0.215417,0.081250,0.038333
0.198750,0.067500,0.038333
0.189583,0.085417,0.035833
0.195833,0.081250,0.037917
0.199583,0.072500,0.036667
0.205000,0.080000,0.030417
0.196667,0.080417,0.034583
0.191667,0.072083,0.038333
0.194583,0.080833,0.031250
0.203333,0.080417,0.038333
0.193750,0.088750,0.030000
0.186667,0.082917,0.029583
0.197917,0.091667,0.034167
0.204167,0.080417,0.034583
0.200833,0.077917,0.040833
0.193333,0.080000,0.035833
0.211667,0.081250,0.034167
0.194167,0.091667,0.034583
0.206250,0.076250,0.040417
0.207083,0.072083,0.034583
0.190833,0.086250,0.040417
0.192083,0.087917,0.031250
0.202083,0.083333,0.038333
0.207083,0.079583,0.034167
0.190833,0.077917,0.038333
0.205417,0.079583,0.038333
0.192917,0.073750,0.038333
0.177917,0.079583,0.031667
0.197500,0.082500,0.038750
0.208750,0.074583,0.035417
0.195417,0.086667,0.029583
0.204167,0.075417,0.043750
0.196667,0.084167,0.037500
0.201667,0.086250,0.035833
0.210000,0.083750,0.036667
0.195417,0.077917,0.033333
0.205000,0.068750,0.034167
0.187917,0.083750,0.040833
0.193750,0.081250,0.036250
0.193750,0.075833,0.037083
0.194583,0.076250,0.039167
0.194583,0.085417,0.031667
0.194583,0.079583,0.024167
0.201250,0.084167,0.040417
0.186667,0.084583,0.034583
0.191250,0.087917,0.034583
0.209167,0.084583,0.036667
0.205000,0.080417,0.036250
0.197917,0.084167,0.033750
0.203333,0.072083,0.033750
0.207917,0.075833,0.042917
0.207917,0.079583,0.040833
0.201667,0.083333,0.033750
0.189167,0.078333,0.039167
0.200000,0.071250,0.040000
0.202500,0.068750,0.037083
0.199167,0.082083,0.034583
0.195833,0.079583,0.037083
0.200000,0.075000,0.034583
0.194167,0.077500,0.037917
0.198333,0.084167,0.039167
0.206667,0.080833,0.036667
0.203750,0.073333,0.033333
0.216667,0.075000,0.035833
0.195833,0.085417,0.039583
0.195417,0.094583,0.033333
0.212500,0.078333,0.037500
0.192083,0.080000,0.039583
0.208333,0.074583,0.029583
0.190417,0.080417,0.039583
0.205833,0.085833,0.036250
0.194583,0.073750,0.044167
0.201667,0.087917,0.031250
0.196667,0.083333,0.037083
0.195417,0.086250,0.037083
0.194583,0.073333,0.033333
0.195000,0.077500,0.036250
0.205833,0.073333,0.036250
0.196667,0.087500,0.035417
0.196250,0.076667,0.038750
0.193750,0.084583,0.033333
0.209167,0.081667,0.047500
